Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512577753534	22.25	8214.89	2.31541	8214.76	1.92094	8214.62	2.02231	8214.48	2.16256	8214.62	2.40809	31.7074
1512577754641	22.24	8214.89	2.31541	8214.76	1.92094	8214.62	2.02231	8214.48	2.16256	8214.62	2.40809	31.7009
Rebooting
FFC
1512577759060	22.06	8195.56	2.55495	8195.2	2.32737	8195.46	2.43637	8195.44	2.18098	8194.52	2.56189	31.7074
1512577760094	22.12	8185.89	2.71314	8185.4	2.10159	8185.62	2.29269	8185.32	2.17409	8183.79	2.23641	30.5146
1512577761181	22.14	8182.89	1.36423	8181.88	1.87794	8183	1.22474	8182.2	1.75594	8180.98	2.06276	30.4134
1512577762219	22.15	8184.33	2	8184.8	2.19848	8184.62	2.14237	8184.76	2.10713	8182.84	2.19533	30.4675
1512577763245	22.16	8188.33	1.87083	8187.8	1.68325	8188.46	1.6641	8188	1.63299	8186.13	2.86662	30.5831
1512577764260	22.18	8190	2.12132	8189.44	1.98074	8190	1.91485	8189.68	1.90875	8188.44	2.06857	30.7004
1512577765289	22.21	8190.56	1.66667	8190.44	1.63503	8190.46	1.5064	8190.6	1.80278	8189.63	2.22573	30.76
1512577766370	22.22	8191.33	1.41421	8191.96	1.74356	8191.92	1.75412	8192.12	2.04776	8191.25	1.86254	30.8021
1512577767449	22.23	8194.33	1.5	8194.36	1.55134	8194.77	1.64083	8194.6	1.82574	8193.73	1.93109	30.8971
1512577768474	22.24	8195.89	2.02759	8195.88	1.85562	8196.08	2.06	8196	1.77951	8194.61	2.07172	30.9692
1512577769513	22.25	8197.67	1.65831	8198.28	2.31876	8198	2.34521	8198.24	2.43721	8197.77	2.54948	31.0287
1512577770538	22.26	8199.44	1.5899	8198.76	2.35018	8199.31	1.97419	8199	2.38048	8197.26	2.39087	31.0606
1512577771551	22.26	8199.11	1.16667	8198.64	1.823	8198.92	1.75412	8198.8	1.84842	8197.42	1.97268	31.1115
1512577772589	22.27	8197.44	1.5899	8197.56	1.66032	8197.85	1.51911	8197.88	1.81016	8197.08	1.91463	31.0394
1512577773614	22.29	8199	1.93649	8199.08	1.57903	8199.23	1.69085	8199.08	1.6563	8198.06	2.36209	31.1245
1512577774673	22.28	8198.56	1.424	8199	2.06155	8198.85	2.0755	8199.24	2.38537	8198.04	2.31803	31.1033
1512577775774	22.28	8198.67	1.32288	8199.04	1.67033	8199.08	1.49786	8199.12	2.02731	8197.9	2.02989	31.1033
1512577776880	22.29	8198	1.32288	8198.2	1.93649	8198.31	1.54837	8198.12	1.9218	8197.01	1.99476	31.0885
1512577777933	22.31	8198.89	1.76383	8198	1.84842	8198.92	1.60528	8198.4	1.55456	8196.65	2.21505	31.1289
1512577778983	22.3	8197.56	1.50923	8197.44	1.93821	8197.69	1.79743	8197.6	1.73205	8196.3	2.2622	31.0611
1512577780043	22.31	8196.67	1.80278	8196	1.89297	8196.54	1.71345	8196.28	1.92614	8195.46	2.19606	31.0526
1512577781054	22.31	8196.22	1.85592	8195.84	2.11503	8196.23	1.73944	8196.24	2.42006	8195.2	2.2766	31.0441
1512577782150	22.32	8195.67	1.5	8195.64	1.46856	8195.92	1.44115	8195.92	1.82392	8194.98	1.94582	31.0125
1512577783188	22.32	8194.44	1.74005	8194.4	1.52753	8194.77	1.5359	8194.8	2	8193.81	1.97284	30.968
1512577784214	22.31	8195.33	1.41421	8194.48	1.73494	8195.23	1.73944	8194.72	1.79165	8193.32	2.21703	30.9998
1512577785288	22.31	8193.67	1	8193.56	2.12289	8193.77	1.69085	8193.92	2.39653	8193.02	2.42804	30.9514
1512577786311	22.31	8192.56	1.424	8192.48	1.15902	8192.46	1.26592	8192.72	1.69607	8192.1	2.15437	30.9112
1512577787626	22.33	8191	1.58114	8191.4	1.32288	8191	1.41421	8191.32	1.77294	8190.89	1.90051	30.8545
1512577788658	22.32	8191.22	2.16667	8191.28	1.69607	8191.31	1.88788	8191.48	2.0232	8191.33	2.30085	30.8271
1512577789684	22.33	8193.22	2.22361	8192.8	2.02073	8193.23	2.20431	8193	2.06155	8191.2	2.16569	30.8145
1512577790712	22.31	8191	2	8191.04	1.67033	8191.23	1.96443	8191.44	1.75784	8189.92	1.9841	30.8711
1512577791723	22.32	8189.56	1.74005	8189.6	1.5	8189.77	1.58923	8190	1.73205	8188.79	1.92531	30.7744
1512577792773	22.31	8189.67	1.87083	8190.08	1.6052	8189.77	1.69085	8190.36	1.89033	8188.78	1.99924	30.7851
1512577793907	22.32	8189	1.58114	8188.72	1.81475	8188.92	1.38212	8189.04	2.16949	8187.62	2.09586	30.7599
1512577794991	22.32	8188.11	1.61589	8187.48	1.55778	8187.92	1.49786	8188.08	1.84662	8186.96	2.25655	30.7199
1512577796080	22.32	8186.44	1.424	8186.56	1.73397	8186.77	1.73944	8186.76	1.94251	8185.4	2.21063	30.6636
1512577797125	22.31	8185	1.58114	8185.08	1.93477	8185.31	1.93152	8185.4	1.97906	8184.66	2.25165	30.6154
1512577798219	22.31	8183.44	1.66667	8183.92	1.93477	8183.77	1.92154	8184.08	2.1	8183.55	2.25194	30.5446
1512577799244	22.3	8183.89	1.61589	8183.64	1.7767	8183.85	1.46322	8184.04	1.90351	8183.85	2.32282	30.5612
1512577800269	22.31	8184.78	1.92209	8184.24	1.78606	8184.62	1.7097	8184.56	2.00167	8183.99	2.58097	30.5946
1512577801324	22.32	8183.44	1.66667	8182.96	1.85921	8183.23	1.69085	8183.4	2.14087	8182.97	2.29108	30.5821
1512577802349	22.31	8182.44	1.5899	8181.6	1.89297	8182.31	1.54837	8182.32	2.30434	8181.82	2.21502	30.509
1512577803392	22.3	8183	1.73205	8181.84	1.86369	8182.38	1.98068	8182.6	2	8181.45	2.12841	30.5339
1512577804396	22.3	8181.67	1.41421	8180.48	1.80555	8181.23	1.64083	8181.16	1.81842	8180.18	2.0438	30.4799
1512577805398	22.3	8180.89	1.45297	8180	1.58114	8180.62	1.44559	8180.64	1.55134	8180.23	2.36287	30.4425
1512577806436	22.3	8181.78	2.33333	8181.48	2.0025	8181.85	2.11527	8182.28	2.20832	8180.89	2.28299	30.4301
1512577807484	22.3	8181.89	1.90029	8181.68	1.8868	8181.85	1.86396	8182.08	1.93477	8180.4	2.23639	30.4799
1512577808496	22.31	8181.44	1.33333	8181.24	1.5885	8181.31	1.4367	8181.84	1.72434	8180.49	2.33655	30.4633
1512577809632	22.3	8179.44	1.74005	8179.4	1.70783	8179.54	1.56074	8179.84	1.8412	8178.56	2.24486	30.3886
1512577810653	22.3	8179.56	2.29734	8178.56	1.80462	8179.23	2.0064	8178.96	1.88149	8177.52	2.23856	30.3863
1512577811695	22.29	8180.33	2.82843	8179.76	2.20378	8180.23	2.55453	8180.36	2.34307	8178.31	2.16863	30.4259
1512577812720	22.3	8178.89	1.76383	8179.08	1.57903	8179	1.73205	8179.32	1.8421	8178.02	2.22897	30.3679
1512577813743	22.29	8179	1.87083	8178.8	1.47196	8178.92	1.5525	8179.2	1.60728	8177.99	2.18896	30.3868
1512577814770	22.29	8178.78	2.10819	8178	1.93649	8178.62	1.85016	8178.64	1.68028	8176.99	2.45692	30.3614
1512577815781	22.29	8177	1.73205	8176.72	1.72047	8177.15	1.72463	8177.2	1.58114	8175.8	2.35973	30.2994
1512577816807	22.29	8176.44	1.33333	8176	1.44338	8176.54	1.19829	8176.44	1.73397	8176.62	2.90261	30.2664
1512577818094	22.28	8176.89	1.83333	8176.44	1.80462	8176.92	1.5525	8176.68	1.70098	8176.54	2.28441	30.287
1512577819329	22.28	8176.67	1.41421	8176.76	1.39284	8176.77	1.36344	8176.92	1.52534	8176.02	2.53097	30.2788
1512577820422	22.29	8175.89	2.02759	8176.36	1.68028	8176.23	1.92154	8176.48	1.80555	8175.75	2.11155	30.2434
1512577821496	22.29	8176.78	1.98606	8176.4	1.89297	8176.69	1.70219	8176.92	1.6052	8175.58	2.27894	30.2847
1512577822511	22.29	8176	1.65831	8175.56	1.55671	8175.92	1.38212	8175.88	1.39403	8174.44	2.13547	30.2475
1512577823518	22.28	8175.78	1.30171	8174.76	1.69017	8175.69	1.49358	8175.48	1.5308	8174.18	2.11149	30.2328
1512577824608	22.27	8176.33	1.22474	8175.96	1.51327	8176.54	1.5064	8176.44	1.73397	8174.3	2.25713	30.2534
1512577825683	22.27	8179.11	1.90029	8177.56	2.08327	8178.54	1.98391	8177.68	2.17409	8175.51	2.28471	30.3568
1512577826709	22.27	8177.78	1.64148	8175.92	2.5482	8177.31	1.97419	8176.08	2.41385	8174.48	2.37845	30.3071
1512577827742	22.27	8174.33	1.58114	8173.88	2.06801	8174.38	1.66024	8174.2	2.23607	8173.09	2.09849	30.2122
1512577828761	22.26	8173.67	1.65831	8173.72	1.94765	8173.62	1.60927	8173.96	2.09125	8172.78	2.29227	30.1587
1512577829799	22.27	8175	2.69258	8174.48	2.36502	8175.08	2.56455	8175.24	2.31445	8173.07	2.13859	30.204
1512577830873	22.27	8172.78	2.77389	8172.44	2.18098	8172.77	2.61896	8172.88	2.14709	8171.36	2.21102	30.1258
1512577831951	22.28	8173.22	1.85592	8172.44	1.82757	8173.15	1.67562	8172.88	1.9	8171.46	2.14568	30.1511
1512577833004	22.27	8172.67	2	8172.32	2.13542	8173.08	1.93484	8172.88	1.87794	8171.04	2.27494	30.1258
1512577834063	22.27	8171.89	1.61589	8171.24	2.0672	8171.92	1.49786	8171.88	1.98578	8170.38	2.51623	30.1012
1512577835162	22.27	8171.44	1.74005	8171.12	1.87794	8171.15	1.77229	8171.04	2.05102	8169.85	2.62861	30.0725
1512577836173	22.27	8170.22	1.64148	8169.72	1.59478	8170.23	1.48064	8169.96	1.96808	8169.52	2.35202	30.0274
1512577837303	22.26	8169.44	1.94365	8169.32	2.01494	8169.69	1.75046	8169.44	2.14243	8168.79	2.50238	29.9988
1512577838327	22.27	8170.11	1.61589	8169.56	1.68523	8170.38	1.44559	8169.76	1.5885	8169.05	2.3942	30.0169
1512577839381	22.27	8169.67	1.87083	8168.92	1.95619	8169.69	1.6525	8169.32	1.7253	8167.92	2.33929	30.007
1512577840409	22.27	8168	1.65831	8167.8	2.02073	8168	1.63299	8168.16	2.35726	8167.42	2.53209	29.9579
1512577841440	22.27	8168.11	2.80377	8168.04	2.13073	8168.08	2.39658	8168.32	2.05589	8167.3	2.24324	29.9538
1512577842486	22.27	8168.67	2.5	8168.36	2.13854	8168.54	2.14536	8168.84	2.28546	8167.21	2.37797	29.9743
1512577843588	22.26	8170.11	2.80377	8169.04	2.15019	8169.85	2.37508	8169.32	2.07605	8166.95	2.42113	30.0169
1512577844606	22.26	8168.22	2.3863	8167.84	1.74833	8168.31	2.01596	8167.88	1.76352	8166.82	2.42239	29.9947
1512577845627	22.27	8168.33	2.64575	8167.96	2.15019	8168.38	2.53438	8168.2	2.02073	8166.82	2.17784	29.9515
1512577846660	22.26	8167.33	1.41421	8167.36	1.86815	8167.31	1.84321	8167.52	1.68622	8166.74	1.95726	29.9212
1512577847698	22.25	8167.11	1.45297	8166.44	1.70978	8167.15	1.3445	8166.92	1.44106	8165.47	2.11898	29.9001
1512577848717	22.27	8167.67	1.73205	8167.36	1.75309	8167.77	1.7867	8167.96	1.6452	8166.69	2.34183	29.9334
1512577849743	22.26	8169.22	1.98606	8169.12	1.98578	8169.15	1.90815	8169.36	2.13854	8167.75	2.16333	29.9906
1512577850781	22.26	8168.78	1.30171	8168.4	1.82574	8168.46	1.71345	8168.52	1.68622	8166.53	2.0642	29.9736
1512577851905	22.25	8168.67	1.65831	8167.92	1.70587	8168.08	1.84669	8168.08	1.86905	8166.74	2.36238	29.9637
1512577852920	22.26	8168	1.58114	8166.72	1.81475	8167.15	1.95133	8167	1.60728	8165.65	2.05617	29.9392
1512577853948	22.26	8167.89	2.36878	8166.84	2.01412	8167.31	2.25036	8167.12	2.00666	8165.13	2.32711	29.9351
1512577854997	22.26	8166.33	1.41421	8166.2	1.47196	8166.38	1.26085	8166.48	1.55778	8165.08	2.17547	29.8845
1512577856024	22.26	8164.78	1.48137	8164.52	2.18174	8164.38	1.89466	8164.88	2.2971	8164.65	2.6962	29.8211
1512577857071	22.27	8165.44	2.78887	8164.84	2.32164	8165.15	2.47811	8165.16	2.42693	8163.96	2.5142	29.8235
1512577858165	22.26	8165.11	2.26078	8164.92	2.11975	8165.08	1.97744	8165.44	2.32881	8164.21	2.45192	29.8333
1512577859208	22.25	8165.22	1.64148	8164.56	1.73397	8165.23	1.48064	8164.88	1.85562	8163.47	2.04136	29.8309
1512577860273	22.27	8166.22	2.10819	8165.08	2.41385	8165.85	2.33973	8165.44	2.21886	8163.98	2.45365	29.878
1512577861291	22.26	8165.56	1.94365	8165.48	1.5308	8165.54	1.71345	8165.64	1.55134	8164.63	2.35755	29.8618
1512577862342	22.26	8167.22	2.72845	8167.04	2.74591	8167.62	2.95912	8167.28	2.63818	8164.94	2.3466	29.9106
1512577863409	22.25	8166.11	1.69148	8165.56	2.08327	8166.08	1.97744	8165.88	1.87794	8163.88	2.21855	29.8699
1512577864544	22.26	8164.33	1.41421	8163.72	1.83757	8164.08	1.60528	8164.16	1.72434	8162.98	2.08286	29.8048
1512577865744	22.26	8165.67	2.29129	8164.64	2.15793	8165.23	2.27866	8164.96	1.96808	8163.71	2.23345	29.8536
1512577866758	22.25	8162.44	1.50923	8162.12	1.85562	8162	1.77951	8162.52	1.82848	8161.52	2.01063	29.7375
1512577867874	22.26	8164.22	2.10819	8162.84	2.15407	8163.54	2.29548	8163.32	2.11581	8162.41	2.37682	29.8414
1512577868921	22.25	8163.33	2.39792	8162.6	2.14087	8162.92	2.10006	8162.88	1.94336	8161.6	2.29637	29.7618
1512577869951	22.25	8163.67	2.23607	8163.16	1.88591	8163.38	2.2188	8163.6	1.91485	8161.81	2.61198	29.7805
1512577870986	22.25	8164	1.58114	8163.32	1.54704	8163.62	1.55662	8164	1.93649	8162.44	2.33582	29.7902
1512577872066	22.26	8163.44	1.424	8163.72	2.17025	8163.23	1.23517	8164.24	1.98494	8162.48	2.47296	29.7659
1512577873104	22.26	8163.11	1.90029	8163.48	1.80555	8162.69	1.84321	8163.72	1.90438	8161.74	2.25407	29.7683
1512577874130	22.25	8162.89	1.69148	8162.68	1.7253	8162.31	1.88788	8163.04	1.90351	8161.46	2.32947	29.7496
1512577875137	22.26	8163.67	1.58114	8163	1.65831	8163.31	1.70219	8163.76	1.78606	8161.9	2.30254	29.7805
1512577876169	22.26	8163.33	1.73205	8162.64	1.68028	8162.92	1.70595	8163.16	1.86369	8161.66	2.08595	29.7618
1512577877208	22.24	8163.11	1.96497	8162.72	1.96893	8162.77	1.87767	8163.24	1.96384	8161.76	2.16631	29.7602
1512577878245	22.25	8164	1.87083	8163.92	2.5807	8163.92	1.97744	8164.2	2.75379	8162.33	2.65404	29.8008
1512577879370	22.24	8163.33	2	8163.48	2.4173	8163.23	2.04751	8163.64	2.44745	8162.61	2.39993	29.7618
1512577880393	22.24	8164.78	2.22361	8164.56	2.32881	8164.38	2.29269	8164.56	2.2745	8163.37	2.26746	29.8081
1512577881415	22.25	8163.78	1.39443	8163.48	1.89561	8163.46	1.8081	8163.76	1.89912	8162.52	2.27095	29.7716
1512577882437	22.23	8163.78	1.56347	8163.64	1.9975	8163.46	1.71345	8164.12	2.02731	8163.13	2.28419	29.7716
1512577883474	22.24	8163.33	1.73205	8163.12	1.83303	8162.92	1.89128	8163.44	1.89473	8162.4	2.22706	29.7594
1512577884500	22.23	8163.22	1.20185	8162.92	1.6052	8162.77	1.23517	8163.08	1.75404	8162.35	2.25929	29.7407
1512577885526	22.24	8163.56	2.18581	8163.28	2.07204	8163.46	1.89804	8163.84	2.15407	8163.28	2.53242	29.7594
1512577886576	22.23	8163.78	1.7873	8162.76	2.16564	8163.69	1.97419	8163.68	2.11581	8162.34	2.3245	29.7716
1512577887593	22.24	8163.11	2.31541	8162.84	2.0347	8163.15	2.03495	8163.16	1.74833	8161.63	2.29939	29.7407
1512577888628	22.23	8162.67	1.58114	8163.16	1.97231	8163	1.73205	8163.56	1.63503	8161.81	2.32433	29.7245
1512577889743	22.24	8160.44	1.5899	8161.64	2.32522	8160.92	2.39658	8161.76	2.38537	8160.94	2.17617	29.6808
1512577890768	22.25	8162.67	2.82843	8163.12	2.75862	8162.85	3.07804	8163.04	2.82076	8161.64	2.58635	29.731
1512577891794	22.23	8161.44	1.94365	8161.88	1.98578	8161.69	1.93152	8162.24	2.1848	8161.65	2.15547	29.7107
1512577892822	22.23	8162.33	2	8162.48	1.8735	8162.38	2.02231	8162.68	2.17409	8162.3	2.45391	29.7326
1512577893861	22.24	8161.67	2.34521	8161.44	1.85023	8161.62	2.10311	8161.8	1.80278	8160.98	2.29691	29.6881
1512577894918	22.23	8160.67	1.73205	8160.56	1.75784	8160.85	1.67562	8160.96	1.33791	8159.69	2.17149	29.6516
1512577895998	22.25	8161.22	1.85592	8161.28	2.03142	8161.38	2.2188	8161.68	1.97315	8160.48	2.21992	29.6784
1512577897050	22.24	8162.56	1.74005	8162.28	2.09205	8162.46	2.06621	8162.56	1.91659	8161.19	2.52684	29.6889
1512577898062	22.25	8163.22	1.56347	8162.12	1.94336	8162.85	1.77229	8162.64	1.68028	8160.94	2.36869	29.7513
1512577899075	22.23	8164.22	2.04803	8163.16	2.76405	8163.77	2.42053	8163.6	2.19848	8161.65	2.43032	29.7124
1512577900165	22.23	8163.22	1.64148	8161.92	2.11975	8162.69	2.01596	8162.44	1.89473	8161.1	2.22103	29.7488
1512577901242	22.24	8161.67	1.5	8161.04	1.81384	8161.23	1.87767	8161.36	1.84572	8160.34	2.19268	29.6945
1512577902294	22.24	8161.22	2.68225	8161.2	2.46644	8161.23	2.80339	8161.56	2.46779	8160.11	2.28755	29.6824
1512577903304	22.24	8161.22	1.92209	8162.04	2.24499	8161.77	2.16617	8162.08	2.21585	8160.19	2.2259	29.6808
1512577904317	22.25	8161.33	1.58114	8161.16	1.72434	8161.38	1.60927	8161.6	1.58114	8160.52	2.20811	29.6824
1512577905350	22.25	8161.11	0.927961	8160.72	1.45831	8160.92	1.25576	8161.16	1.1431	8160.08	2.08895	29.68
1512577906397	22.24	8161.44	2.12786	8160.72	2.11187	8161	2.16025	8161.08	2.05994	8159.93	2.19254	29.6622
1512577907439	22.24	8159.67	1.5	8159.92	1.55242	8159.54	1.45002	8159.88	1.56312	8159.87	2.01621	29.6298
1512577908465	22.24	8160.33	1.73205	8159.92	1.68127	8160	1.82574	8160.04	1.61967	8159.02	2.03991	29.6501
1512577909559	22.24	8161.33	1.5	8161.4	2.12132	8161.38	1.75777	8161.52	1.96044	8160.05	2.27598	29.6824
1512577910588	22.23	8160.78	1.64148	8160.76	1.94251	8160.85	1.51911	8160.96	1.51327	8160.09	2.21068	29.6622
1512577911670	22.23	8160.67	1.80278	8160.48	1.89561	8160.62	1.60927	8160.68	1.46401	8159.42	2.39918	29.6395
1512577912750	22.25	8160.67	2.12132	8159.76	1.69017	8160.23	1.92154	8160.04	1.59374	8158.93	2.42704	29.6581
1512577913835	22.25	8159.67	1.5	8159.28	1.59478	8159.31	1.37747	8159.44	1.68523	8158.14	2.30175	29.6258
1512577914849	22.24	8161.67	2.23607	8161.24	2.22261	8161.38	2.18092	8161.44	2.14243	8159.78	2.29744	29.7026
1512577915872	22.25	8159.78	2.43812	8159.52	1.93907	8159.69	2.3939	8159.84	1.88591	8158.84	2.47418	29.6323
1512577916883	22.24	8159.33	2	8159.12	1.83303	8159.31	2.05688	8159.4	1.93649	8158.62	2.30193	29.6202
1512577918007	22.23	8159.44	2.60342	8159.32	2.01494	8159.46	2.47034	8159.6	2.19848	8159.23	2.38263	29.6202
1512577919046	22.24	8159.89	1.76383	8160.12	1.9	8160.08	2.2532	8160.28	1.96893	8159.21	2.25034	29.6177
1512577920170	22.23	8160.22	1.48137	8159.84	1.90788	8160.23	2.04751	8160.24	1.89912	8158.74	2.11089	29.6411
1512577921201	22.24	8158.44	1.33333	8158.36	1.49666	8158.62	1.55662	8158.8	1.5	8157.33	2.25783	29.5709
1512577922209	22.23	8158.67	1.73205	8158.2	1.84842	8158.69	1.93152	8158.56	1.73397	8157.37	2.29909	29.5855
1512577923315	22.24	8158.11	1.53659	8157.68	1.43527	8158	1.52753	8158.04	1.59374	8156.65	2.20799	29.5653
1512577924374	22.24	8158.44	1.5899	8158.24	1.92094	8158.23	1.87767	8158.56	1.87261	8157.79	2.70966	29.5774
1512577925395	22.24	8158.22	2.16667	8157.96	2.15019	8158.23	2.27866	8158.56	2.00167	8156.95	2.36013	29.5628
1512577926430	22.24	8158	1.73205	8158.2	1.58114	8158.08	1.70595	8158.64	1.68028	8158.07	2.54759	29.5613
1512577927446	22.24	8159.22	1.7873	8159	1.77951	8158.92	1.801	8159.2	1.60728	8157.97	2.41718	29.6056
1512577928490	22.24	8159.11	1.05409	8158.72	1.81475	8158.92	1.38212	8159.12	1.58955	8157.56	2.05071	29.6016
1512577929617	22.24	8158.33	1.80278	8158.32	1.57374	8158.31	1.88788	8158.64	1.68028	8157.52	2.17484	29.5669
1512577930651	22.24	8159.44	2.12786	8159.2	1.89297	8159.38	2.06311	8159.6	1.97906	8158.76	2.32181	29.6404
1512577931697	22.25	8157.89	1.96497	8157.88	1.64114	8157.92	1.75412	8158	1.73205	8157.49	2.34767	29.5718
1512577932742	22.24	8158.11	2.52212	8157.52	2.21961	8158.23	2.45472	8158.04	2.15019	8156.59	2.4224	29.5492
1512577933848	22.24	8159	2.82843	8159.44	2.29274	8159.54	2.66506	8159.72	2.35443	8157.87	2.78248	29.604
1512577934985	22.24	8157.78	2.10819	8157.88	1.98578	8157.85	1.95133	8158.32	2.01494	8157.16	2.47838	29.5532
1512577936033	22.24	8157.89	1.96497	8157.76	2.24128	8158.08	1.75412	8158.6	1.77951	8157.26	2.15243	29.5517
1512577937075	22.24	8157.89	1.90029	8158.08	1.93477	8157.92	1.801	8158.44	1.89473	8157.41	2.11744	29.5895
1512577938098	22.23	8159.56	1.74005	8159.16	1.79536	8159.54	1.85362	8159.56	1.73397	8158.41	2.74494	29.583
1512577939121	22.24	8158.44	1.74005	8157.84	2.0347	8158.31	2.05688	8158.52	1.93907	8157.46	2.52483	29.5734
1512577940131	22.23	8159.11	2.08833	8158.24	1.94251	8158.69	2.13638	8158.84	1.86369	8158.03	2.25101	29.5991
1512577941176	22.24	8159.11	1.90029	8158.76	1.87705	8158.69	1.97419	8159.04	1.83666	8158.45	2.79665	29.5895
1512577942203	22.24	8159.11	1.83333	8158.72	2.07204	8159.15	2.1543	8159.08	1.95619	8158.01	1.98299	29.5935
1512577943246	22.23	8159.11	1.96497	8159.2	1.70783	8159.38	1.85016	8159.52	1.63605	8158.01	2.29242	29.5951
1512577944255	22.24	8159.44	2.18581	8159.04	2.05102	8159.15	2.19265	8159.6	2.16025	8158.52	2.29826	29.6177
1512577945278	22.24	8159.22	2.3863	8158.28	2.05183	8158.85	2.23033	8159	2.17945	8157.92	2.39774	29.6137
1512577946369	22.24	8159.44	2.651	8158	2.39792	8159	2.76887	8158.56	2.21886	8157.35	2.24077	29.6137
1512577947422	22.25	8159.22	2.77389	8158.64	2.25241	8159.23	2.38586	8158.96	2.09125	8157.87	2.19196	29.6202
1512577948506	22.25	8158.33	1.5	8157.84	1.99332	8158.15	1.81871	8158.16	1.86369	8157.28	2.04293	29.5799
1512577949560	22.24	8158.22	1.20185	8157.96	1.3687	8158.23	1.23517	8158.32	1.34536	8157.33	2.15836	29.5693
1512577950713	22.25	8157.11	1.61589	8157.36	1.75309	8157.46	1.6641	8157.68	1.70098	8156.99	2.19609	29.542
1512577951725	22.25	8158.89	2.97676	8158.52	2.29347	8158.85	2.57702	8158.6	2.23607	8157.79	2.20051	29.6
1512577952777	22.24	8160.56	2.35112	8159.8	2.39792	8160.15	2.37508	8160.04	2.31805	8158.7	2.28054	29.6565
1512577953822	22.25	8159.89	2.57121	8158.84	2.26716	8160	2.54951	8159.48	2.21961	8158.02	2.31831	29.6525
1512577954849	22.24	8158.78	1.85592	8158.28	1.59478	8158.62	1.60927	8158.6	1.70783	8157.86	2.00419	29.6056
1512577955874	22.25	8158.44	2.12786	8157.68	1.77294	8158.31	1.84321	8158.28	1.74452	8157.81	2.06822	29.6121
1512577956902	22.26	8158.89	2.26078	8158.8	1.97906	8158.62	2.10311	8159.28	2.15097	8158.13	2.48931	29.6105
1512577957947	22.25	8157.89	2.08833	8157.92	1.86905	8157.77	1.96443	8158.4	2.08167	8157.46	2.49152	29.5637
1512577959024	22.26	8158.56	0.726483	8158.6	1.95789	8158.15	1.21423	8159	1.91485	8158.33	2.46901	29.5944
1512577960102	22.26	8158	1.65831	8157.4	1.82574	8157.38	1.89466	8157.8	1.87083	8157.07	2.31276	29.5919
1512577961184	22.26	8157.22	1.7873	8156.8	1.68325	8156.85	1.81871	8157.24	1.69017	8156.67	2.37256	29.5396
1512577962326	22.25	8157.89	2.20479	8158.24	2.20378	8158	2	8158.64	2.34307	8158.04	2.29894	29.5637
1512577963379	22.25	8158.78	2.33333	8158.24	2.0672	8158.54	2.14536	8158.76	2.00582	8157.19	2.29118	29.6
1512577964404	22.25	8159.44	3.00463	8158.76	2.47117	8159.46	2.63361	8159.36	2.2891	8158.25	2.63793	29.6202
1512577965448	22.24	8158.22	1.39443	8158	1.29099	8158.15	1.28103	8158.24	1.26754	8157.4	2.20378	29.5693
1512577966472	22.25	8156.89	1.36423	8156.88	1.48099	8157.23	1.58923	8157.24	1.39284	8156.84	2.25696	29.5396
1512577967477	22.25	8157.44	1.81046	8157.88	1.83303	8157.54	1.85362	8158.16	2.07525	8157.49	2.37195	29.5517
1512577968478	22.25	8158.78	2.72845	8158.48	1.96044	8158.85	2.33973	8159.04	1.94679	8158.12	2.57696	29.5557
1512577969635	22.25	8159.56	1.87824	8159.12	1.96469	8159.69	1.60128	8159.92	1.6052	8158.29	2.36263	29.6242
1512577970669	22.24	8158.33	1.58114	8158.12	1.9	8158.46	1.39137	8158.6	1.84842	8157.48	2.48976	29.596
1512577971719	22.25	8157.67	1.58114	8157.68	1.54704	8157.62	1.60927	8157.8	1.65831	8157.06	2.29271	29.5637
1512577972740	22.25	8158.22	2.58736	8158.12	2.04776	8158.31	2.46254	8158.44	2.14243	8157.18	2.61407	29.5799
1512577973834	22.25	8158.44	2.50555	8158.48	1.93907	8158.62	2.25605	8158.72	2.09205	8157.74	2.50733	29.596
1512577974861	22.25	8157	2.59808	8157.28	2.05183	8157.08	2.4311	8157.52	2.16256	8156.53	2.3586	29.542
